,Number,Name,Department,Functional_Group,Sp_Area_Designed,Area_Briefed,Area Dif
3796794,10.03.03.006,DIRTY UTILITY ROOM,10 - OPERATING THEATRES,10.03.03 - PACU,10.13,10.00,-0.13
2294138,10.03.03.007,LINEN STORE ROOM,10 - OPERATING THEATRES,10.03.03 - PACU,4.99,10.00,5.01
2294117,10.03.03.008,CLEANER'S ROOM,10 - OPERATING THEATRES,10.03.03 - PACU,4.99,5.00,0.01
2294114,10.03.03.009,SPECIMEN,10 - OPERATING THEATRES,10.03.03 - PACU,9.46,5.00,-4.46
2294132,10.03.03.010,GOWN UP AREA,10 - OPERATING THEATRES,10.03.03 - PACU,4.57,0.00,-4.57
2294129,10.03.03.011,GOWN DOWN AREA,10 - OPERATING THEATRES,10.03.03 - PACU,4.56,0.00,-4.56
2294120,10.03.03.012,SOILED LINEN,10 - OPERATING THEATRES,10.03.03 - PACU,4.73,5.00,0.27
2268619,10.04.01.001,GENERAL THEATRE,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,55.76,60.00,4.24
2268110,10.04.01.002,GENERAL THEATRE,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,55.84,60.00,4.16
2268056,10.04.01.003,GENERAL THEATRE,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,56.51,60.00,3.49
2267002,10.04.01.004,GENERAL THEATRE,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,56.07,60.00,3.93
2268459,10.04.01.005,GENERAL THEATRE,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,57.10,60.00,2.90
2268379,10.04.01.006,GENERAL THEATRE,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,56.13,60.00,3.87
2268337,10.04.01.007,GENERAL THEATRE,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,55.79,60.00,4.21
2268216,10.04.01.008,GENERAL THEATRE,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,55.84,60.00,4.16
2268272,10.04.01.009,GENERAL THEATRE,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,56.74,60.00,3.26
2268162,10.04.01.010,GENERAL THEATRE,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,56.74,60.00,3.26
2268565,10.04.01.011,GENERAL THEATRE,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,55.36,60.00,4.64
2268513,10.04.01.012,GENERAL THEATRE,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,56.21,60.00,3.79
2270313,10.04.01.013,ANAESTHESIA PREPARATION ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,5.89,10.00,4.11
2270281,10.04.01.014,ANAESTHESIA PREPARATION ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,5.89,10.00,4.11
2270243,10.04.01.015,ANAESTHESIA PREPARATION ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,5.92,10.00,4.08
2270201,10.04.01.016,ANAESTHESIA PREPARATION ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,5.91,10.00,4.09
2270153,10.04.01.017,ANAESTHESIA PREPARATION ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,5.88,10.00,4.12
2126438,10.04.01.018,ANAESTHESIA PREPARATION ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,5.89,10.00,4.11
2267695,10.04.01.019,NURSE PREPARATION ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,9.79,10.00,0.21
2266108,10.04.01.020,NURSE PREPARATION ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,9.79,10.00,0.21
2267766,10.04.01.021,NURSE PREPARATION ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,9.79,10.00,0.21
2267763,10.04.01.022,NURSE PREPARATION ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,9.79,10.00,0.21
2267822,10.04.01.023,NURSE PREPARATION ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,9.78,10.00,0.22
2267819,10.04.01.024,NURSE PREPARATION ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,9.85,10.00,0.15
2267862,10.04.01.025,NURSE PREPARATION ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,9.57,10.00,0.43
2267865,10.04.01.026,NURSE PREPARATION ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,9.61,10.00,0.39
2271176,10.04.01.027,NURSE PREPARATION ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,9.05,10.00,0.95
2271179,10.04.01.028,NURSE PREPARATION ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,9.58,10.00,0.42
2271243,10.04.01.029,NURSE PREPARATION ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,9.82,10.00,0.18
2271246,10.04.01.030,NURSE PREPARATION ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,9.82,10.00,0.18
2269790,10.04.01.031,EXIT BAY (OPERATING ROOM),10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,6.22,0.00,-6.22
2269793,10.04.01.032,EXIT BAY (OPERATING ROOM),10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,6.22,0.00,-6.22
2269796,10.04.01.033,EXIT BAY (OPERATING ROOM),10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,6.24,0.00,-6.24
2269799,10.04.01.034,EXIT BAY (OPERATING ROOM),10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,6.17,0.00,-6.17
2269802,10.04.01.035,EXIT BAY (OPERATING ROOM),10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,6.24,0.00,-6.24
2269805,10.04.01.036,EXIT BAY (OPERATING ROOM),10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,6.17,0.00,-6.17
2269724,10.04.01.037,EXIT BAY (OPERATING ROOM),10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,6.29,0.00,-6.29
2269682,10.04.01.038,EXIT BAY (OPERATING ROOM),10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,6.31,0.00,-6.31
2269643,10.04.01.039,EXIT BAY (OPERATING ROOM),10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,6.35,0.00,-6.35
2269601,10.04.01.040,EXIT BAY (OPERATING ROOM),10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,6.35,0.00,-6.35
2269572,10.04.01.041,EXIT BAY (OPERATING ROOM),10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,6.24,0.00,-6.24
2262066,10.04.01.042,EXIT BAY (OPERATING ROOM),10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,6.21,0.00,-6.21
2126342,10.04.01.043,CENTRAL PREPARATION ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,48.72,50.00,1.28
2268844,10.04.01.044,SCRUB & GOWNING ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,7.41,5.00,-2.41
2269213,10.04.01.045,SCRUB & GOWNING ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,15.35,5.00,-10.35
2126396,10.04.01.046,SCRUB & GOWNING ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,15.33,5.00,-10.33
2268814,10.04.01.047,SCRUB & GOWNING ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,7.62,5.00,-2.62
2126426,10.04.01.048,SCRUB & GOWNING ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,7.51,5.00,-2.51
2269105,10.04.01.049,SCRUB & GOWNING ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,15.30,5.00,-10.30
2126353,10.04.01.050,REGIONAL BLOCK ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,19.98,20.00,0.02
2126331,10.04.01.051,SURGICAL EQUIPMENT/MATERIAL STORE ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,31.36,30.00,-1.36
2149608,10.04.01.052,SURGICAL EQUIPMENT/MATERIAL STORE ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,29.02,30.00,0.98
2133351,10.04.01.053,ROOM FOR BLOOD VENDING SYSTEM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,8.53,10.00,1.47
2126367,10.04.01.054,FLEXIBLE ENDOSCOPE CABINETS  STORE ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,10.92,10.00,-0.92
2166338,10.04.01.055,ROOM FOR BONE/SKIN/TISSUE BANK,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,14.12,10.00,-4.12
2263146,10.04.01.056,IMAGING EQUIPMENT ALCOVES,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,6.20,0.00,-6.20
2131707,10.04.01.057,IMAGING EQUIPMENT ALCOVES,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,11.00,0.00,-11.00
2172294,10.04.01.058,RESUSCITATION TROLLEY PARKING ALCOVES,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,2.78,0.00,-2.78
2599123,10.04.01.059,RESUSCITATION TROLLEY PARKING ALCOVES,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,2.78,0.00,-2.78
2599152,10.04.01.060,RESUSCITATION TROLLEY PARKING ALCOVES,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,2.83,0.00,-2.83
3781417,10.04.01.061,CLEANER'S ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,3.61,5.00,1.39
2172206,10.04.01.062,MOBILE EQUIPMENT ALCOVES,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,4.67,0.00,-4.67
2172203,10.04.01.063,MOBILE EQUIPMENT ALCOVES,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,4.51,0.00,-4.51
2172164,10.04.01.064,MOBILE EQUIPMENT ALCOVES,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,4.52,0.00,-4.52
2172120,10.04.01.065,MOBILE EQUIPMENT ALCOVES,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,4.67,0.00,-4.67
2263414,10.04.01.066,MOBILE EQUIPMENT ALCOVES,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,8.99,0.00,-8.99
2263719,10.04.01.067,MOBILE EQUIPMENT ALCOVES,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,9.02,0.00,-9.02
2228408,10.04.01.068,REFUSE,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,20.20,10.00,-10.20
2171982,10.04.01.069,DIRTY INSTRUMENT ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,14.22,15.00,0.78
2173312,10.04.01.070,SOILED LINEN,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,14.27,10.00,-4.27
2270676,10.04.01.071,DIRTY UTILITY ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,18.96,10.00,-8.96
2166405,10.04.01.072,DIRTY UTILITY ROOM,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,16.68,10.00,-6.68
4244528,10.04.01.073,CART PARKING AREA,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,19.56,0.00,-19.56
2172679,10.04.01.074,SOILED INSTRUMENT UNLOADING AREA,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,22.24,0.00,-22.24
3808155,10.04.01.075,DUMBWAITER,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,0.00,0.00,0.00
3808164,10.04.01.076,DUMBWAITER,10 - OPERATING THEATRES,10.04.01 - OPERATING THEATRES,0.00,0.00,0.00
2166455,10.04.02.001,PROVIDER WORKING ROOM,10 - OPERATING THEATRES,10.04.02 - SUPPORT,36.26,30.00,-6.26
3650103,10.04.02.002,GENERIC CONSUMABLE STORE ROOM,10 - OPERATING THEATRES,10.04.02 - SUPPORT,40.03,40.00,-0.03
2126314,10.04.02.003,STERILE CONSUMABLE STORE ROOM,10 - OPERATING THEATRES,10.04.02 - SUPPORT,31.20,50.00,18.80
2905747,10.04.02.004,STERILE CONSUMABLE STORE ROOM,10 - OPERATING THEATRES,10.04.02 - SUPPORT,59.10,50.00,-9.10
2907770,10.04.02.005,STERILE CONSUMABLE STORE ROOM,10 - OPERATING THEATRES,10.04.02 - SUPPORT,30.49,50.00,19.51
2149862,10.04.02.006,EQUIPMENT STORE ROOM,10 - OPERATING THEATRES,10.04.02 - SUPPORT,43.82,30.00,-13.82
2911459,10.04.02.007,MEDICATION ROOM,10 - OPERATING THEATRES,10.04.02 - SUPPORT,10.97,10.00,-0.97
2163470,10.04.02.008,CENTRAL FLUID STORE ROOM,10 - OPERATING THEATRES,10.04.02 - SUPPORT,8.20,15.00,6.80
2909648,10.04.02.009,ANAESTHETIC CONSUMABLE STORE ROOM,10 - OPERATING THEATRES,10.04.02 - SUPPORT,57.53,60.00,2.47
3628711,10.04.02.010,LINEN STORE ROOM,10 - OPERATING THEATRES,10.04.02 - SUPPORT,39.40,15.00,-24.40
2163412,10.04.02.011,DOCUMENTATION ROOM,10 - OPERATING THEATRES,10.04.02 - SUPPORT,32.95,20.00,-12.95
2132753,10.04.02.012,STAFF ROOM CUM PANTRY,10 - OPERATING THEATRES,10.04.02 - SUPPORT,63.72,60.00,-3.72
2132958,10.04.02.013,INTERVIEW ROOM,10 - OPERATING THEATRES,10.04.02 - SUPPORT,11.31,10.00,-1.31
2137004,10.04.02.014,STAFF WC (UNISEX),10 - OPERATING THEATRES,10.04.02 - SUPPORT,23.46,0.00,-23.46
3776258,10.04.02.015,STAFF WC (UNISEX),10 - OPERATING THEATRES,10.04.02 - SUPPORT,24.71,0.00,-24.71
3645528,10.04.02.016,EQUIPMENT REPAIR & MAINTENANCE ROOM,10 - OPERATING THEATRES,10.04.02 - SUPPORT,24.87,15.00,-9.87
2255607,10.04.02.017,NURSE STATION (OT RECEPTION),10 - OPERATING THEATRES,10.04.02 - SUPPORT,36.78,0.00,-36.78
2130966,10.04.02.018,PATIENT & FAMILY RECEPTION LOUNGE,10 - OPERATING THEATRES,10.04.02 - SUPPORT,31.65,0.00,-31.65
2128567,10.04.02.019,ADMISSION & TROLLEY PARKING ALCOVES (OT RECEPTION),10 - OPERATING THEATRES,10.04.02 - SUPPORT,18.84,0.00,-18.84
2270604,10.04.02.020,SLUICE ROOM,10 - OPERATING THEATRES,10.04.02 - SUPPORT,18.90,15.00,-3.90
2386010,10.04.02.021,CSSD STERILE STORE ROOM,10 - OPERATING THEATRES,10.04.02 - SUPPORT,93.27,300.00,206.73
4575401,10.04.03.001,PACU BAY (GENERAL PACU),10 - OPERATING THEATRES,10.04.03 - PACU,318.93,0.00,-318.93
2130939,10.04.03.002,TEAM STATION,10 - OPERATING THEATRES,10.04.03 - PACU,20.91,0.00,-20.91
2130924,10.04.03.003,EQUIPMENT ROOM,10 - OPERATING THEATRES,10.04.03 - PACU,16.50,15.00,-1.50
2130927,10.04.03.004,LABORATORY ROOM,10 - OPERATING THEATRES,10.04.03 - PACU,5.64,5.00,-0.64
2130942,10.04.03.005,CLEAN UTILITY,10 - OPERATING THEATRES,10.04.03 - PACU,9.20,10.00,0.80
2130958,10.04.03.006,DIRTY UTILITY ROOM,10 - OPERATING THEATRES,10.04.03 - PACU,6.21,10.00,3.79
2130955,10.04.03.007,LINEN STORE ROOM,10 - OPERATING THEATRES,10.04.03 - PACU,7.38,10.00,2.62
2130933,10.04.03.008,CLEANER'S ROOM,10 - OPERATING THEATRES,10.04.03 - PACU,4.88,5.00,0.12
2130930,10.04.03.009,SPECIMEN,10 - OPERATING THEATRES,10.04.03 - PACU,9.36,5.00,-4.36
2130948,10.04.03.010,GOWN UP AREA,10 - OPERATING THEATRES,10.04.03 - PACU,4.48,0.00,-4.48
2130945,10.04.03.011,GOWN DOWN AREA,10 - OPERATING THEATRES,10.04.03 - PACU,4.47,0.00,-4.47
2130936,10.04.03.012,SOILED LINEN,10 - OPERATING THEATRES,10.04.03 - PACU,4.71,5.00,0.29
2557067,11.01.01.001,RECEPTION / CLERICAL,11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,26.90,5.00,-21.90
2533214,11.01.01.002,GOWN DOWN,11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,9.77,5.00,-4.77
2533231,11.01.01.003,ADMISSION,11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,11.98,12.00,0.02
2533252,11.01.01.004,INTERVIEW ROOM,11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,11.83,10.00,-1.83
2533269,11.01.01.005,DAY ROOM / WAITING AREA,11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,31.88,15.00,-16.88
2556997,11.01.01.010,NURSE STATION (SATELLITE),11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,9.11,5.00,-4.11
2557025,11.01.01.011,NURSE STATION (SATELLITE),11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,9.13,5.00,-4.13
3440374,11.01.01.012,NURSE STATION (SATELLITE),11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,5.52,3.00,-2.52
2557054,11.01.01.013,TREATMENT ROOM,11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,19.94,20.00,0.06
2557028,11.01.01.014,NURSE STATION + CENTRAL MONITORING STATION,11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,45.74,40.00,-5.74
2556906,11.01.01.015,DOCTOR WORKROOM,11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,15.93,10.00,-5.93
2556912,11.01.01.016,WARD PANTRY,11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,9.08,9.00,-0.08
2556915,11.01.01.017,STORE (MEDICATION) / MEDICATION ROOM,11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,19.89,20.00,0.11
2556924,11.01.01.018,STORE (EQUIPMENT),11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,34.67,30.00,-4.67
2557041,11.01.01.019,STORE (PPE / CONSUMABLES),11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,15.95,8.00,-7.95
4362211,11.01.01.020,STORE (LINEN),11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,14.27,10.00,-4.27
2558561,11.01.01.021,ALCOVE (TROLLEY),11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,3.27,3.00,-0.27
2558583,11.01.01.022,ALCOVE (WHEELCHAIR/GERIATRIC CHAIR/STRETCHER),11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,5.27,5.00,-0.27
2558624,11.01.01.023,ALCOVE (MEAL TROLLEY),11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,3.33,2.00,-1.33
2558549,11.01.01.024,ALCOVE (VENTILATOR),11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,27.97,20.00,-7.97
2558339,11.01.01.025,ALCOVE (MOBILE HOISTS),11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,40.42,40.00,-0.42
2558202,11.01.01.026,ASSISTED BATH,11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,16.63,0.00,-16.63
2557150,11.01.01.027,STAFF WC & SHOWER (M & F),11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,15.22,12.00,-3.22
2557094,11.01.01.028,CLIENT WC (M / F / DISABLED),11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,24.51,20.00,-4.51
2557116,11.01.01.029,DIRTY UTILITY,11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,9.04,8.00,-1.04
2557588,11.01.01.030,CLEANER'S ROOM,11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,6.21,3.00,-3.21
2557691,11.01.01.031,REFUSE,11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,10.92,10.00,-0.92
2557883,11.01.01.032,LINEN ROOM,11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,12.06,10.00,-2.06
2557445,11.01.01.033,STAFF WC (M),11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,15.01,0.00,-15.01
3440358,11.01.01.034,STAFF WC (F),11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,14.44,0.00,-14.44
2557088,11.01.01.035,PATIENT WC (M),11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,10.81,0.00,-10.81
3440347,11.01.01.036,PATIENT WC (F),11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,10.81,0.00,-10.81
3440344,11.01.01.037,PATIENT/PUBLIC WC (DISABLED),11 - NEUROSCIENCE CENTRE,11.01.01 - HDU,14.12,0.00,-14.12
2562185,11.01.02.001,MO CALL ROOM,11 - NEUROSCIENCE CENTRE,11.01.02 - FLOOR SHARED FACILITIES,12.07,7.00,-5.07
2562172,11.01.02.002,MO CALL ROOM,11 - NEUROSCIENCE CENTRE,11.01.02 - FLOOR SHARED FACILITIES,12.07,7.00,-5.07
2562188,11.01.02.003,MULTIPURPOSE,11 - NEUROSCIENCE CENTRE,11.01.02 - FLOOR SHARED FACILITIES,27.71,20.00,-7.71
2562211,11.01.02.004,STAFF CHANGE ROOM / LOCKER / SHOWER (F),11 - NEUROSCIENCE CENTRE,11.01.02 - FLOOR SHARED FACILITIES,20.48,20.00,-0.48
2562197,11.01.02.005,STAFF CHANGE ROOM / LOCKER / SHOWER M,11 - NEUROSCIENCE CENTRE,11.01.02 - FLOOR SHARED FACILITIES,30.39,20.00,-10.39
2565181,11.02.01.001,PATIENT INTERVIEW / CONSULTATION ROOM,11 - NEUROSCIENCE CENTRE,11.02.01 - MULTIDISCIPLINARY NEURON-REHABILITATION COMPLEX - PHYSIOTHERAPY,17.70,10.00,-7.70
2565579,11.02.01.002,WORKING STATION,11 - NEUROSCIENCE CENTRE,11.02.01 - MULTIDISCIPLINARY NEURON-REHABILITATION COMPLEX - PHYSIOTHERAPY,15.95,10.00,-5.95
2564990,11.02.01.003,GYMNASIUM & ASSESSMENT ROOM,11 - NEUROSCIENCE CENTRE,11.02.01 - MULTIDISCIPLINARY NEURON-REHABILITATION COMPLEX - PHYSIOTHERAPY,100.94,105.00,4.06
2565013,11.02.01.004,BALANCE PERFORMANCE & TRAINING ROOM,11 - NEUROSCIENCE CENTRE,11.02.01 - MULTIDISCIPLINARY NEURON-REHABILITATION COMPLEX - PHYSIOTHERAPY,34.64,30.00,-4.64
2565057,11.02.01.005,SPECIAL TREATMENT ROOM WITH SHIELDING,11 - NEUROSCIENCE CENTRE,11.02.01 - MULTIDISCIPLINARY NEURON-REHABILITATION COMPLEX - PHYSIOTHERAPY,15.04,15.00,-0.04
2565489,11.02.01.006,EQUIPMENT ROOM FOR PHYSIOTHERAPY EQUIPMENT,11 - NEUROSCIENCE CENTRE,11.02.01 - MULTIDISCIPLINARY NEURON-REHABILITATION COMPLEX - PHYSIOTHERAPY,15.84,10.00,-5.84
2565431,11.02.01.007,PREPARATORY AREA,11 - NEUROSCIENCE CENTRE,11.02.01 - MULTIDISCIPLINARY NEURON-REHABILITATION COMPLEX - PHYSIOTHERAPY,15.55,10.00,-5.55
2565512,11.02.01.008,CLINICAL EDUCATION ROOM,11 - NEUROSCIENCE CENTRE,11.02.01 - MULTIDISCIPLINARY NEURON-REHABILITATION COMPLEX - PHYSIOTHERAPY,14.88,15.00,0.12
2565788,11.02.01.009,ALCOVE (WHEELCHAIR & TROLLEY),11 - NEUROSCIENCE CENTRE,11.02.01 - MULTIDISCIPLINARY NEURON-REHABILITATION COMPLEX - PHYSIOTHERAPY,9.77,5.00,-4.77
2565358,11.02.01.010,PATIENT COUNSELLING & CARER EDUCATION ROOM,11 - NEUROSCIENCE CENTRE,11.02.01 - MULTIDISCIPLINARY NEURON-REHABILITATION COMPLEX - PHYSIOTHERAPY,14.72,10.00,-4.72
2564971,11.02.02.001,ADL ASSESSMENT & TRAINING ROOM,11 - NEUROSCIENCE CENTRE,11.02.02 - MULTIDISCIPLINARY NEURON-REHABILITATION COMPLEX - OCCUPATIONAL THERAPY,22.01,15.00,-7.01
2564937,11.02.02.002,SIMULATION LAB,11 - NEUROSCIENCE CENTRE,11.02.02 - MULTIDISCIPLINARY NEURON-REHABILITATION COMPLEX - OCCUPATIONAL THERAPY,40.04,40.00,-0.04
2564911,11.02.02.003,TRANSITIONAL HOME,11 - NEUROSCIENCE CENTRE,11.02.02 - MULTIDISCIPLINARY NEURON-REHABILITATION COMPLEX - OCCUPATIONAL THERAPY,47.45,34.00,-13.45
2564922,11.02.02.004,"BRAIN COMPUTER INTERFACE, COGNITION-MOTOR COORDINATION TRAINING ROOM",11 - NEUROSCIENCE CENTRE,11.02.02 - MULTIDISCIPLINARY NEURON-REHABILITATION COMPLEX - OCCUPATIONAL THERAPY,41.72,35.00,-6.72
2564956,11.02.02.005,COGNITIVE  ASSESSMENT & TRAINING ROOM,11 - NEUROSCIENCE CENTRE,11.02.02 - MULTIDISCIPLINARY NEURON-REHABILITATION COMPLEX - OCCUPATIONAL THERAPY,42.65,40.00,-2.65
2568201,11.02.03.001,COMMUNICATION LABORATORY,11 - NEUROSCIENCE CENTRE,11.02.03 - MULTIDISCIPLINARY NEURON-REHABILITATION COMPLEX - COMMUNICATION & SWALLOWING,20.97,20.00,-0.97
2568219,11.02.03.002,SWALLOWING LABORATORY,11 - NEUROSCIENCE CENTRE,11.02.03 - MULTIDISCIPLINARY NEURON-REHABILITATION COMPLEX - COMMUNICATION & SWALLOWING,35.72,20.00,-15.72
3104285,11.02.04.001,INTERVIEW ROOM,11 - NEUROSCIENCE CENTRE,11.02.04 - MULTIDISCIPLINARY NEURON-REHABILITATION COMPLEX - NEURO-PSYCHOLOGY,10.29,10.00,-0.29
3104282,11.02.04.002,THREAPY,11 - NEUROSCIENCE CENTRE,11.02.04 - MULTIDISCIPLINARY NEURON-REHABILITATION COMPLEX - NEURO-PSYCHOLOGY,37.48,20.00,-17.48
2569493,11.02.04.003,PSYCHOLOGY REPORTING ROOM,11 - NEUROSCIENCE CENTRE,11.02.04 - MULTIDISCIPLINARY NEURON-REHABILITATION COMPLEX - NEURO-PSYCHOLOGY,7.28,7.00,-0.28
2569297,11.02.05.001,STAFF WC (UNISEX),11 - NEUROSCIENCE CENTRE,11.02.05 - MULTIDISCIPLINARY NEURON-REHABILITATION COMPLEX - ANCILLARY AREA,23.29,0.00,-23.29
3443104,11.02.05.002,STAFF WC (UNISEX),11 - NEUROSCIENCE CENTRE,11.02.05 - MULTIDISCIPLINARY NEURON-REHABILITATION COMPLEX - ANCILLARY AREA,23.66,0.00,-23.66
3443357,11.02.05.003,PATIENT WC / GUEST WC (UNISEX),11 - NEUROSCIENCE CENTRE,11.02.05 - MULTIDISCIPLINARY NEURON-REHABILITATION COMPLEX - ANCILLARY AREA,10.27,0.00,-10.27
3443287,11.02.05.004,PATIENT WC / GUEST WC (UNISEX),11 - NEUROSCIENCE CENTRE,11.02.05 - MULTIDISCIPLINARY NEURON-REHABILITATION COMPLEX - ANCILLARY AREA,10.57,0.00,-10.57
3443423,11.02.05.005,PATIENT WC (DISABLED),11 - NEUROSCIENCE CENTRE,11.02.05 - MULTIDISCIPLINARY NEURON-REHABILITATION COMPLEX - ANCILLARY AREA,11.19,0.00,-11.19
3443420,11.02.05.006,PATIENT WC (DISABLED),11 - NEUROSCIENCE CENTRE,11.02.05 - MULTIDISCIPLINARY NEURON-REHABILITATION COMPLEX - ANCILLARY AREA,11.52,0.00,-11.52
